index,author,location,date,headline,review_body,review_rating,num_like,language,itemName
1380,Laurie Ralston,unknown,2017-06-01T17:20:42.000Z,So Easy.,"I've used Booking.com in the past with good results. Today I needed to change a hotel reservation to leave one day earlier. It took me - wait for it - FIVE SECONDS to do it. Wonderful!!!!You need to read the fine print on EVERYTHING you do on the Internet. With Booking.com, the policies are clear. It said I could change the reservation up until about a week before the first night. I did and it was incredibly easy. I highly recommend Booking.com.",5,0,en,Bookingstar2345
1381,Omenukor,unknown,2017-05-30T19:48:31.000Z,I find this website very useful,"I find this website very useful. Booked one trip, everything was great, just like on pictures. Followed by feedback. But I am irritated a bit with constant pop ups saying someone booked now, last room, etc. It is quite annoying.",4,0,en,Bookingstar2345
1382,gae,unknown,2017-05-30T11:33:07.000Z,Have never had a problem with …,"Have never had a problem with Booking.com. When our taxi driver couldnt find our hotel in Istanbul, we phoned and they spoke directly to the taxi driver telling him where to go! Above and beyond.",5,0,en,Bookingstar2345
1383,Osama Al Ali,unknown,2017-05-28T13:36:08.000Z,I know I'm always going to be happy …,I know I'm always going to be happy when booking through booking.com,5,0,en,Bookingstar2345
1384,helen holbrookharris,unknown,2017-05-22T17:15:19.000Z,I have used this site numerous times,"I have used this site numerous times, always a smooth process, and good value for money",5,0,en,Bookingstar2345
1385,Miss R Frye,unknown,2017-05-22T08:49:25.000Z,Sorted my issue straight away and were beyond helpful,"Have booked through the website a few times, and it's always been reallly simple to use with great hints and tips. Went on there the other day an made a booking at the wrong hotel, a non-refundable room, called them straight up, and spoke to a lovely chap, who got in touch with the hotel there and then for us to get it cancelled! As it was an error on my part, I was very greatful, saved me forking out several hundred for a hotel I couldn't use! Great quick and friendly service!!",5,0,en,Bookingstar2345
1386,Mark,unknown,2017-05-21T17:28:29.000Z,Good but double check details,Had a problem with cleaning fee included on confirmation then informed by other agent not included. Contacted booking.com & they have offered to pay cost as confirmation email misleading. Happy & resolved. Would use again because of this.,4,0,en,Bookingstar2345
1387,Khaulerdavies,unknown,2017-05-20T19:00:21.000Z,I have used Booking.com for years and it's always been a great service,"I have used Booking.com for years, it's service is quick and easy  , rooms are generally cheaper or the same as it's competitors, it's easy to judge your hotel from the photos and if I have had special requests from the hotels they have always been catered for.The confirmations and booking details always come through via email straightaway and I have never arrived to find I have received the wrong type of room or been double booked.I definitely recommend this site, especially for regular or spontaneous travellers and will use them for years to come.",5,0,en,Bookingstar2345
1388,Fi,unknown,2017-05-20T06:31:21.000Z,"Cheap Flights and accommodation, no problems","Was apprehensive when first used for booking holiday as this was a big purchase,  but was attracted to the cheaper prices compared to other sites.  Have now used on several occasions,and never had any problems.",5,0,en,Bookingstar2345
1389,mitch,unknown,2017-05-19T13:32:30.000Z,Decent search results and appear to be …,Decent search results and appear to be fairly priced.,3,0,en,Bookingstar2345
1390,Gladstone Matos,unknown,2017-05-17T15:45:01.000Z,I simply love booking.com,I simply love booking.com! I think its perfect! :D,5,0,en,Bookingstar2345
1391,Peter John Watkins,unknown,2017-05-17T04:37:23.000Z,Don't expect a lot of help,Ok up to a point but if you have any trouble with your hotel don't expect any help. They start off trying to help then just start ignoring you. I wont use them again.,2,0,en,Bookingstar2345
1392,JG,unknown,2017-05-16T16:30:51.000Z,Be carefull with cancellation fees and …,Be careful with cancellation fees and notes about parking. Otherwise very good!,3,0,en,Bookingstar2345
1393,Kathy Simmons,unknown,2017-05-16T12:18:50.000Z,Booking is an easy site to use,"Booking is an easy site to use, with well organized information and lots of good photos of the properties.  Hotels pay booking for their listings, and I'm not sure booking gets highly preferred rates, nor if booking customers get preferred rooms.  Today, looking at their site, they no longer list HOW MANY customers have reviewed a specific hotel.  Instead they give a rating without the number of people who reviewed a place.  These ratings are ONLY valid given the number of respondents.  for example, If there are only 3 people replying and they give an 8.9 to a hotel, the rating is virtually meaningless.  As opposed to 350 respondents averaging 8.9 which means a great deal.   IF they no longer list NUMBER OF RESPONDENTS, don't bother noting the overall rating a hotel is given.  It has no weight without the number of people reviewing.",3,0,en,Bookingstar2345
1394,Graham Sweeney,unknown,2017-05-16T06:40:19.000Z,Easy site to use but cancellations are a pain,"Booking process is easy, emails are prompt and help staff cheerful. Problem is when you try to cancel bookings. Takes a lot of time and effort!",3,0,en,Bookingstar2345
1395,ColBerger,unknown,2017-05-14T01:30:29.000Z,Nice user experience,we were trying to look for hotel in serengeti. Great user experience. But I wish you list properties where you have inventory only instead of showing lot of hotels which don't work with you any longer.,4,0,en,Bookingstar2345
1396,Mr Morgan,unknown,2017-05-13T11:57:38.000Z,"The Lion Inn, Clifton on Teme ( wr6) booking .com","I have booked several breaks away with booking .com and have never been disappointed. Keep up the good work.My last booking was for the Lion inn at Clifton on Teme Worcestershire and was more than pleased the manager there Mr John Small was an excellent host, the staff very friendly and room and food was exceptional  worth every penny I would highly recommend  The Lion inn 10 out of 10",5,0,en,Bookingstar2345
1397,JH,unknown,2017-05-11T18:55:39.000Z,superb company helpful when the hotel …,superb company helpful when the hotel proved difficult,5,0,en,Bookingstar2345
1398,Maiken,unknown,2017-05-11T03:24:20.000Z,I made a reservation and cancelled it,"I made a reservation and cancelled it, but got charged anyways. I got all sad and thought I had lost a lot of money. I called booking.com and spoke to the nicest lady, who took care of me in this fragile moment. She contacted the hotel, and found out that they had alredy refunded the money, and I would have it in my account in a couple of days. Very good news. Halleluja.",4,0,en,Bookingstar2345
1399,Igster,unknown,2017-05-09T09:24:31.000Z,Cancelled our booking just two weeks before our holiday …,"Two weeks before our holiday they informed us that our booked and paid for accommodation had been removed by the owner! At this stage we discovered that Booking.com customer services is shambles. We spoke to various polite guys who were quite unable to actually do anything to help, the best that they would do is offer us an unsuitable apartment that we would have to book directly with a non-Booking.com owner! I had to urgently search for alternative accommodation and pay for it in full at a higher price as it was now a late booking. I then had to chase up and wait a week to receive a refund which was now short due to the owner forcing me to pay for the paypal fees! I had to waste hours and am out of pocket by about £150 not to mention the stress. No compensation or real assistance was offered by Booking.com. I feel they should have ensured I did not have any financial loss, either dierectly or compensation from the cancelled property owner.",3,0,en,Bookingstar2345
1400,Anna,unknown,2017-05-04T12:18:55.000Z,Have been booking my trips with …,Have been booking my trips with Booking.com for several years already and no problems at all.,5,0,en,Bookingstar2345
1401,MaRo Sercia,unknown,2017-04-30T14:39:51.000Z,Very helpful,They gave me several choices and cost effective. Even if you are on a tight budget you would still ba able to get a place that is nice and acceptable. The website is very helpful. Thanks!,4,0,en,Bookingstar2345
1402,Pawel Drozd,unknown,2017-04-26T14:50:16.000Z,***International transaction fees***,"Be careful (or just remember) that when booking via this provider there will be an ""International transaction fee"" and ""International purchase fee"" if You are not based where their bank is based (not sure where that is but on my statement showed Amsterdam). I booked a hotel which came to £114 in total and the international charges came to almost £5 on top of that not a big sum but I feel like I was not informed about it.",3,0,en,Bookingstar2345
1403,ANDROMAN RU,unknown,2017-04-25T09:13:42.000Z,Very удобно!!!,Very удобно!!!,5,0,en,Bookingstar2345
1404,Rashad Alami,unknown,2017-04-25T05:14:57.000Z,No booking company better than …,No booking company better than booking.comClearCheapTrusty Easy,5,0,en,Bookingstar2345
1405,Daniel,unknown,2017-04-24T15:18:57.000Z,It will be valuable to have the …,"It will be valuable to have the distance buttom to select from the destination under the destination field.  This was available in older versions but not there anylonger.  Thanks, Daniel",4,0,en,Bookingstar2345
1406,Jack asnory,unknown,2017-04-24T14:37:25.000Z,Received top quality service by the …,Received top quality service by the reservations team😎,5,0,en,Bookingstar2345
1407,Ollie,unknown,2017-04-24T12:24:44.000Z,Quite OK,Quite OK. They trick you into rushing the reservation at the risk of missing out. Later it turns out that there's still more rooms available than advertised.,4,0,en,Bookingstar2345
1408,John W,unknown,2017-04-22T21:54:13.000Z,much better right now compared to a few …,much better right now compared to a few years agoI love the genius account,5,0,en,Bookingstar2345
1409,Игорь Фоменко,unknown,2017-04-21T14:23:54.000Z,It`s necessary to add ruler to measure …,It`s necessary to add ruler to measure distance from one hotel to another (as minimum) and hotel searching in sector of particular radius and angle (as maximum),4,0,en,Bookingstar2345
1410,Rachel29,unknown,2017-04-21T13:14:42.000Z,Love this company,Love this company. So straightforward and no messing.,5,0,en,Bookingstar2345
1411,renata,unknown,2017-04-17T12:57:52.000Z,My favorite booking site.,"My favorite booking site.Fair prices, great customer service.Love this original Dutch company.",4,0,en,Bookingstar2345
1412,Douglas Cochrane,unknown,2017-04-16T20:29:24.000Z,I have booked 17 hotels in different …,"I have booked 17 hotels in different parts of the world  over the past few years and have had no problems.  I have had to cancel twice and, again, this was done online without problem.",5,0,en,Bookingstar2345
1413,Jessica,unknown,2017-04-15T20:34:16.000Z,Booking was straightforward and customer service was great.,Booking was straightforward and customer service was great when I called with additional questions regarding payment.I even received a text message after the phone call to rate my experience. Good to know they care about their customers.,3,0,en,Bookingstar2345
1414,Daniel,unknown,2017-04-15T08:39:42.000Z,We pay for Booking.com mistake!,"We were booking a room via Booking.com, having entered our group details - 2 adults and one child.Two rooms were presented as options: a deluxe room for £80 and a deluxe studio with kitchen for £100.Being on a budget, we decided to go for the cheaper room.Once confirmation of the booking came through it clearly stated that max occupancy for the room was 2 people...En-route to the accommodation the following day, we contacted the hotel to double check the occupancy. They confirmed it was for 2 only and said we would need to contact Booking.com to change the room to the larger studio. Booking.com said that was fine but the price for that room was now £110!!Needless to say, we were less than impressed but as we were en-route and with our child in the car we weren't really in a position to cancel our booking. Essentially, we were penalised for an error with the booking process on the Booking.com site - not impressed.",2,0,en,Bookingstar2345
1415,Stephanie,unknown,2017-04-11T09:52:14.000Z,great holiday and very good  prices,great holiday and very good  prices,5,0,en,Bookingstar2345
1416,Mrs ROBERTSON,unknown,2017-04-09T23:13:55.000Z,Booking.com are sound,Booking.com are sound. No matter how often I cancel a booking they continue to welcome me back on the site and have prices to meet all pockets.1 trust this Company.,5,0,en,Bookingstar2345
1417,Carolina,unknown,2017-04-09T05:12:00.000Z,never had any problems booking through …,never had any problems booking through this site. fast response and easy for cancellation,5,0,en,Bookingstar2345
1418,Janne Kirby,unknown,2017-04-02T10:54:54.000Z,very good site.,very good site.,4,0,en,Bookingstar2345
1419,Radko Scherhaufer,unknown,2017-04-01T11:02:51.000Z,Don't trust this company,"Don't trust this company, bought hotel which wasn't as they have advertised. When complaint nothing was done for me and still sell it how it is. Has more starts then the managment of the hotel said to me!!!! Jamaica holiday Inn!!!! Don't go there!!!",2,1,en,Bookingstar2345
1420,Mrs D Everitt,unknown,2017-03-29T19:04:30.000Z,Book yourself,Absolute disgrace booked with them paid on my card for the hotel to ring one hour later telling me it was overbooked ring bookings.com for refund. Rang them was told they would find somewhere else rang me to say they had found somewhere and they would pay the difference my husband drove 15 miles after work to be told no booking. Rang them at 7 at night to be told I would have to wait 7 to ten days for a refund now sleeping in car .,2,0,en,Bookingstar2345
1421,Craig matthews,unknown,2017-03-27T10:36:48.000Z,Amazing Customer Service.,Booked a hotel with these for my stay in San Francisco over a year ago and found out that it is now under renovation. After reading the reviews on Trip advisor i couldn't stay there. As my booking was over a year ago it was a non-refundable booking. Booking.com contacted the hotel for me explained my situation and managed to sort out a free cancellation for me.,5,0,en,Bookingstar2345
1422,Ahmed Jama,unknown,2017-03-24T12:35:34.000Z,Awesome!,nice place to for booking accommodation,5,0,en,Bookingstar2345
1423,STEPHEN,unknown,2017-03-21T17:06:09.000Z,"Great, simple website, no pop ups, good deals.","I have used Booking.com for years, no issues, fast to load (even on a budget computer)  all bookings went without a hitch, enquiries dealt with in a timely manor,  I have only one small criticism,  there are still many hotels etc not on their system so I do go elsewhere sometimes.",5,0,en,Bookingstar2345
1424,Lama,unknown,2017-03-21T16:55:40.000Z,Very good customer service!,Good offers and service!,5,0,en,Bookingstar2345
1425,Harald,unknown,2017-03-19T18:39:14.000Z,Very good experience with booking,"Easy reservation, good genius offers.",5,0,en,Bookingstar2345
1426,Elise Schaap,unknown,2017-03-18T13:20:37.000Z,worthless customer service,"after 2 out of 3 confirmed reservations didnt get trough to the hotels, wich ment looking for an other option in the middel of the night,i decided to share my story with the 'customer service' aspecially since they often asked for feedback. got the same standard email That offered a compensation IF i made extra Costs, wich i didnt, and i already mentioned That in my 1st email. no personal service at all and i wouldnt use this website again because of this.",2,0,en,Bookingstar2345
1427,Dana Al-Mansour,unknown,2017-03-15T20:18:20.000Z,Great customer service,"So many hotel booking websites but i always get back to booking. Althought the photos of the hotel might not always reflect the real picture, but u can read all the customers' reviews the good and bad and that was sufficient enough for me. They have a great customer team who were extremely helpful when i had a booking problem AND its 100% safe..",5,0,en,Bookingstar2345
1428,Filip,unknown,2017-03-15T11:23:11.000Z,All good apart from customer service when you need it,"I have used booking.com a lot (around 100 hotels) and the website itself is very good and offers good prices. Altogether I'm satisfied with it. The only issues I've had is when the hotels themselves do things and ask for additional payments which they shouldn't. I've had this problem when I traveled with my dog and a hotel asked a huge fee for it although on booking.com it stated that it should be free and another time when the hotel asked for an upfront payment, although I already paid through booking.com. Booking either didn't responf to emails concerning this or was very slow to solve this after telephone calls.  So they should try to harder to resolve issues promplty when they do appear (and this is of course inevitable).",4,0,en,Bookingstar2345
1429,Declan,unknown,2017-03-14T17:03:33.000Z,Always get the best deals,I am a regular user especially for Hotels when I travel Internationally. The site is easy to use and consistently gets me the best rates.,4,0,en,Bookingstar2345
1430,AN,unknown,2017-03-13T09:13:10.473Z,Best ever!,Used so many OTA's but this is the best one I ever saw!,5,1,en,Bookingstar2345
1431,Jon T,unknown,2017-03-08T20:50:06.000Z,"poor experience, have stopped using","got booked into an absolutely appalling location.Second time a location was double booked, Got given a poor substitute instead",2,0,en,Bookingstar2345
1432,Gerko Akse,unknown,2017-03-05T07:15:22.000Z,"Great search engine, no loyalty points",I am a frequent user of booking.com and have never experienced any problems with their bookings. The only downside is that hotel chains often do not offer the use of loyalty programs. So maybe Booking.com should address this or improve its own loyalty program. The genius offers are nice but do not give that same experience.,4,0,en,Bookingstar2345
1433,Jacque Small,unknown,2017-03-04T17:33:40.000Z,A Hosts Perspective,"I am a host on Booking.com and for the most part find their service to me to be excellent.  As a host I am here to provide accommodations and service and in return earn an income.  It is the property that collects money from the guest, not Booking.com, they simply provide the means of booking.  So if you can't get your money back then it is your review of the property that counts.  People read property reviews, before booking. Double bookings ---  This is my biggest problem.  About 95% of the people in the country where I live, do not show up for reservations, nor do they cancel, and they lie saying they will be there in 2 hours then don't come.   Hence, I don't hold rooms for people more than 2 hours after check-in, unless I have a deposit.  I know my policy causes those of you who are considerate problems, unfortunately the number of inconsiderate people have forced my hand in order that I can achieve the objective of earning a reasonable income. Customer Service -- Booking.com at least has a phone number to call.  Much better than another site I host on.  And yes, I have my frustrations, but for the most part they try pretty hard.",5,0,en,Bookingstar2345
1434,Rune Rasmussen,unknown,2017-03-03T00:30:22.000Z,No support and wrongly confirmation,I requested to arrive after hours but that request got declined and the booking confirmed. That means i cannot get my money back and i cannot go there. That was a messy experience. In the end it was the destination that came up with a solution,3,1,en,Bookingstar2345
1435,James Nacass,unknown,2017-03-02T17:32:15.000Z,booking frightens hotel managers,"Because hotels fear to lose booking magic ranking, they tend to accept over bookings and put people in other hotels. It just happened to me and it's not acceptable. I've been sent from Coco Beach hotel in Costa Rica to a hotel which does not even have one unique name: Los Almendros or Manuel Antonio Park hotel...And I had to pay 90 dollars for this place..",2,1,en,Bookingstar2345
1436,Donald,unknown,2017-02-22T18:02:24.073Z,Refund me for a booking,Very good. Refund me when mistake occures.,5,0,en,Bookingstar2345
1437,Angela,unknown,2017-02-22T09:51:49.000Z,Great service.,Have used Booking .com many many times and have not had any problems.It may be nice to book directly with hotels But 1. It is hard and time consuming when you don't know the area and 2.Some ask for a deposit or full payment which is unnessessary mostly when you book with Booking.com.,5,0,en,Bookingstar2345
1438,ron,unknown,2017-02-16T13:48:12.000Z,Best Great Western Thatcham,"Normal B & B price £136 ......Bit expensive, however, really smart hotel, great staff, great food and clean, the only problem was........at teatime, loads of British Gas vans turned up, seems they have an ongoing deal with training centre, so visitors price should be cheaper, anyway....majority of BG guys were great and respectful, but...a few need house training, with some heavy swearing around venue and sadly, the guys in next room to me were chatting, with telly on at 0145 hrs.....which was when I packed up and left, missing breakfast but glad to be away, and that is also why price for visitors should be reduced A family hotel, so children about and ""a few"" inconsiderate British Gas guys spoiling what is....a great Hotel.",4,0,en,Bookingstar2345
1439,sor,unknown,2017-02-15T11:21:23.616Z,trust,i booked with booking.com. It was very good.,5,0,en,Bookingstar2345
1440,Hannah,unknown,2017-02-15T09:06:19.000Z,Good all round,"Always have a good experience with Booking.com and they use Quidco, which is a bonus. Site is user-friendly and payment quick and easy. They usually have the best price.",4,0,en,Bookingstar2345
1441,Sheila,unknown,2017-02-10T15:30:27.000Z,"Booking.com quoted an incorrect, lower charge.","Made a booking for an apartment in Rome and was told by Booking.com that the amount included all local taxes and fees apart from a cleaning fee, which was fine by us.  Whilst in Rome, I was told by the apartment owner that we had to pay her a €73.50 local tourist tax as that was not included.  Booking.com also sent me an email to inform us of the same whilst we were on holiday and blamed the property owner for the original lack of information, but Booking.com had acted as an agent for the owner before so must know there should be a tourist tax for Rome.  We had to pay the owner but I wasn't happy with Booking.com as we felt it was their mistake and it nearly caused some unpleasantness for our holiday as well as giving us an unexpected expense.  Also, when I booked the holiday giving my credit card details, I assumed it was paid for then to Booking.com.   However, I only found out whilst in Rome that I actually had to pay for the property rental then directly to the owner, but I don't think that was clear at all when booking the holiday.  I was later asked to review their customer service procedure which had been used and I said it was poor and gave reasons why but they have not replied to that so I'm going to have to complain again!",2,2,en,Bookingstar2345
1442,Hans-Jørgen Wallin Weihe,unknown,2017-02-10T09:49:47.746Z,Efficient service and good prices,The booking system is easy to work and the service excelent Thank you,5,0,en,Bookingstar2345
1443,Andrei,unknown,2017-02-08T13:22:23.000Z,DO NOT believe they are the cheapest,Booking.com charges around 20% for the privilege for hotels and rental apartments to advertise on their website. Booking promotes the business that allows them to maximise their profit. They do not really care neither for the customers nor hotels they advertise. They are big now and control the market.,2,1,en,Bookingstar2345
1444,RS,unknown,2017-02-08T10:03:56.000Z,Charged higher price by hotel than quoted,"Upon booking through booking.com I was informed payment would be taken at the end of trip, I have subsequently been charged before the trip. What's worse I've been charged 40% more than I agreed to pay when making the booking, no explanation was given. I have contacted booking.com but have had no reply, really poor service.",2,1,en,Bookingstar2345
1445,Iain Millar,unknown,2017-02-05T15:23:14.000Z,Positively the best and cheapest way to get a GREAT holiday,"I use booking.com for the fact that I get get what I want at the best price, it's cheaper than your standard package holiday and probably better quality... I have used them many times, I'll give you the last price of my holiday to Bordeaux I got an apartment which turned out to be a 3 story city house of the hughest quality in the heart of Bordeaux during the Easter hols which cost myself and my wife £238 for the whole week and got the flights for £116 return for 2 people from Gatwick. So... £354 for a 7 night trip for 2 to the heart of one the most beautiful cities in the world!Bordeaux have a lower crime rate than any other city in France so you rarely here a siren, the rugby is brilliant with a top 6 side, the culture is so wonderfully laid back and Bordeaux has some of the best restaurants in Europe and Shops too with amazing weather! If you want to do a romantic break I'd advise here or Lyon... Paris is an absolute hole!",5,0,en,Bookingstar2345
1446,Jønne,unknown,2017-02-05T00:15:12.000Z,Thank you,"Easy site to use, I always use booking.com. Love the free cancellation policy and that you are able to pay at some hotels instead of doing it online! One day, I was really eager to book a room for my friend who lives in The UK (I'm from Denmark), and I'm not able to call to any UK numbers and this was in the middle of the night and she had to get a room for the next day. So I called to Booking.com and I got to talk to a guy named Lawrence and thank Jesus for that man!!We spoke together for like an hour, and he helped me with everything. I found a hotel at first, and then he would call directly to the hotel asking if it was possible to do a ""Third-Party-creditor"" meaning that I won't be there, but I pay for the room in advance and they have my fully valid confirmation on that. (Usually, I would have to wait for a few hours for answers from hotels through the chat, but this was so much easier and faster).Everything turned out to be amazing, so thank you so much for your help!",5,0,en,Bookingstar2345
1447,Alexdykkertyr,unknown,2017-02-02T12:36:49.000Z,"Cheaters, giving false information","I was in Rome at hotel Seiler, the worst hotel I ever lived at.Booking.com gave the expression of a well adjusted hotel, showing very nice, refurnished pictures of the hotel, leading one to believe that it would be the place you would live.What you actually got was dirty blankets with long dark hairs on them, smelly bathrooms and windows to another apartment, through a dark shaft.The pictures they show are the newest rooms, that are unavailable.I am SO dissapointed in this site. COMPLETELY UNRELIABLE.",2,1,en,Bookingstar2345
1448,Burcu Melem,unknown,2017-02-01T18:04:49.000Z,Overbooked,I was overbooked and had to sleep in the car for the meeting the next day. Customer service tried but not easy to contact. Not good.,2,1,en,Bookingstar2345
1449,Christopher Ruddock,unknown,2017-01-30T09:06:06.000Z,Great site,Excellent site. Very useful.,4,0,en,Bookingstar2345
1450,Andrey,unknown,2017-01-28T20:41:58.999Z,US hotel pricing,"Good, covenient booking process. No problems with hotels so far.But not everything is flawless.Booking displays US hotel prices without any taxes. Oh yes, you can find out the final price, but it's not possible to see it in the search results list. The difference may be considerable: $63 listed, but $89 final.",4,0,en,Bookingstar2345
1451,Benoîst Mascrier,unknown,2017-01-26T06:27:46.000Z,Sublime,Fabolous Website !!!!!,5,0,en,Bookingstar2345
1452,Jerzy Studzinski,unknown,2017-01-22T13:53:26.000Z,Amazing and reliable and beautiful page.,"I very often fly to Tenerife and stay there allways in the same hotel.It's bellavista in Puerto de la Cruz.I have booked as usually for may 2017 and...have just received info,that this hotel was sold and will be closed till the end of 2017 .So for the first time in my life ( I allways open Google map for the place and then look for hotels and read the description for them) I decided to make my booking with a little help .And then I remembered booking.com from the airport Regina Sophia in Tenerife,where it was advertised on monitors.I opened it and very quickly found a new hotel,even better the Bellavista,not so far from centrum of Puerto,just a few minutes from the old town,with beautiful apartaments to the Atlantic or to Teide volcano ald what more and what is very important to us,with completely equipped kitchen.just a 100meters from Playa Jardineveryone who was on Tenerife,knows this unique beach with it's black sand,rocks,and gardens.And the price for the same period about 20 % LESS then in Bellavista,which was cheap allready.My booking was made in just 2-3 minutes,I have got my confirmation with every data and I had NOTHING to pay and even can cansel  it almost at th elast day without paying anything !.Every ,possible info on Booking.com described clearly and intuitively and even the colours of the page are very nice.I'm VERY glad,that I decided to use Booking.com and all these opinions from different people are very helpful indeed.",5,0,en,Bookingstar2345
1453,Richard S,unknown,2017-01-22T10:56:59.000Z,Very useful travel platform,"I've been using booking.com travel platform for over 5 years now. If you are planning your vacation in advance, you will be able to find very attractive offers for properties rated with a score over 9. I'm aso loving their mobile app. Very nice an clean design with lots of cool features.",4,0,en,Bookingstar2345
1454,Carlo,unknown,2017-01-19T12:14:03.000Z,Booking site is the best!,Booking is absolutetely the best website and service for hotel booking and more in the world,5,0,en,Bookingstar2345
1455,Kerelaw,unknown,2017-01-19T10:50:14.000Z,Be careful when booking,"I have recently booked an apartment in Santorini , the booking was done mid December now when searching booking.com give you price in euro what the hotel are charging and price in sterling when making my booking i expected to pay booking.com the price shown in sterling ,i gave them card details expecting money to be taken off my debit card straight away,how wrong ,my card details were passed to hotel who were on holiday until mid January  meanwhile the pound dropped significantly against the Euro and a bank charge of 2.99% from T.S.B for foreign transaction amount to 90 euro and exchange rate change  made my holiday approx £200 more than stated ,also worth checking visa daily exchange rate which will work out exact what you will be paying so in future when booking abroad will go straight to hotels own web site and work out the true amount i will be paying, plus why give booking .com my card details who just passed on to hotel .",3,1,en,Bookingstar2345
1456,Ro Man,unknown,2017-01-17T17:30:18.000Z,"Assistant - Anastasia, booking 1602.192.384",Excellent service - The was problem solved right away. Very good job from this polite assistant. Thank you :slightly_smiling_face:,5,0,en,Bookingstar2345
1457,Doug Jacobs,unknown,2017-01-17T13:24:03.000Z,Quick and easy,Simple process to book a room for one night by the O2.Cant fault them on how easy it was. Will definitely use again.,5,0,en,Bookingstar2345
1458,Natalia N Drozd,unknown,2017-01-16T11:29:59.000Z,See the world!,See the world ab bookink will always help you! It is comfort and undestabling for each one! I did use this servic and will do again! You can always see hotels and rooms and chooxe. Gretful.,5,0,en,Bookingstar2345
1459,Julie Anne,unknown,2017-01-15T21:53:05.000Z,Always good experience,The only company I trust. It's always a pleasure to book hotels from them.,5,0,en,Bookingstar2345
1460,Aide,unknown,2017-01-14T00:48:41.000Z,Almost perfect!,"...just because there is nothing perfect ) I still recommend to call the hotel after you use the site to get confirmation, however these guys are working pretty precisely and you`ll get what you ordered.",4,0,en,Bookingstar2345
1461,George,unknown,2017-01-13T14:15:37.674Z,Verry good service,Booking was simple and smooth. No problems whatsoever with the reservation.,4,0,en,Bookingstar2345
1462,Kris Jackson,unknown,2017-01-13T10:42:47.000Z,Booking.com is my favourite way to book acommodation!,I love the fact that I can book acommodation for myself and others without having to pay a deposit. I like to pay on arrival and haven't had any problems. They have always been very helful and offer good specials wherever we have visited in the world.,5,0,en,Bookingstar2345
1463,Alex,unknown,2017-01-12T21:59:28.000Z,Good Hotel,"Hotel was well located. The staff was excellent, bilingual. The pool was great. Lunch was good and very reasonably priced.",4,0,en,Bookingstar2345
1464,Ritva Beckie,unknown,2017-01-11T14:54:04.000Z,Fantastic but beware,"Good, but be aware that the hotels etc are independent operators who can tell any stories the like. For instance one hotel had fotos of neat toilets but they were not from the room. The fotos were from the toilets at the corridor.Some hotels ask for the security code of the credit card and they charge the account at once even if it is promised not to. It took a long time to get the money back after I cancelled the reservation. It was also a problem because of the credit limit.I mainly have good experiences.",4,0,en,Bookingstar2345
1465,Shai Alon,unknown,2017-01-09T17:07:25.000Z,"Good, but beware","They have a great buying experience, but be careful not to make mistakes in your reservations because they are not changeable.",4,0,en,Bookingstar2345
1466,Chris Leverington,unknown,2017-01-08T22:34:49.000Z,Booking.yeah !,"So easy to book, hotel was amazing. Thanks :)",5,0,en,Bookingstar2345
1467,Oliver K,unknown,2017-01-04T11:17:31.000Z,Fantastic Website,I have used booking.com on a weekly basis for the past 2 years and I have to say I've never had a problem. You can clearly see what you're getting alongside previous reviews and It allows you to put together your itinerary with ease.,5,0,en,Bookingstar2345
1468,Andrew,unknown,2017-01-03T09:23:19.244Z,Great customer service,"I have booked a room for Christmas a day before the arrival.Unfortunately 5min or so I had to cancel it. The policy says I cannot do it without a fee. Of course, I did not want to pay that as I was not going to travel anyway due to personal reasons (plans changed in a minute after booking the room). So I contacted the property landlord and customer support of the website. It was not easy to come into agreement, however customer support representative had helped me to to that without penalty fee. Yes, it was as an exception, but they took my side and did everything very professionally. Many thanks to customer support of booking.com!",5,0,en,Bookingstar2345
1469,Nikos Pap,unknown,2017-01-02T19:01:23.000Z,Very pleased with service since this incident,"Firstly i ve booked a hotel Fleur De Lys for 23 Euro. When i arrived in hotel they tried to charge me with almost 90 Euros. I pointed them the voucher but they didnt care. Hotel manager tried to convince me that its was only the money for lunch. But on voucher it was written that i ve booked a standard room. On the first contact with customer service everything looked fine. A Greek lady show the voucher and told me i was right. On the second phone call communication i had with your phone center after contact with hotel manager things turned upside down. Booking.com told me a mistake happened but even when after my repeating question whos fault is this. I didnt get any answer. On the third phone call i get from Booking.com the customer service admitted that there was a mistake from Booking.com mistake but due to low price i ve booked, i had to accept hotels price or cancel it for free. Even if i wanted to stay on this hotel i wouldnt due to hotel managers treatment. So i would like to thank you Booking.com for only admitting your mistake in words and not in deeds. I ve booked a price , as you say the price is guaranteed, but the price was wrong and i had to pay the difference without even know anything. So thank you Booking.com for almost ruining my stay to Dakar trying to find hotel in the middle of the day while i had meeting in the middle.",2,0,en,Bookingstar2345
1470,Yefim Raikhinshtein,unknown,2016-12-26T21:56:31.000Z,"Easy, informative, realistic!",Many years experience with booking.com. Only good remarks!,5,0,en,Bookingstar2345
